https://scaife.perseus.org/library/passage/urn:cts:greekLit:tlg0555.tlg007.opp-grc1:1-86/xml/>>Clement of Alexandria>>Excerpta ex Theodoto>>n
https://scaife.perseus.org/library/passage/urn:cts:greekLit:tlg0555.tlg002.opp-grc1:1/xml/>>Clement of Alexandria>>Paedagogus>>n
https://scaife.perseus.org/library/passage/urn:cts:greekLit:tlg0555.tlg004b.opp-grc1:7/xml/>>Clement of Alexandria>>Stromata Books 7-8>>n
https://scaife.perseus.org/library/passage/urn:cts:greekLit:tlg0555.tlg005.opp-grc1:1-65/xml/>>Clement of Alexandria>>Eclogae propheticae>>n
